MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS
1.2543,92.713,1,0.2,-3.27
0.665,499.502,9,0.2,-2.33
3.8138,196.988,9,0.4,-3.76
3.4871,386.683,3,0.8,-1.79
2.6358,412.999,0,0.0,-0.99
4.2988,436.11,7,0.8,-1.87
4.1255,498.933,8,0.2,-2.92
3.1341,158.673,3,0.8,-3.25
4.4072,68.158,9,0.8,-2.15
1.4263,235.036,2,0.2,-1.92
1.0036,108.536,1,0.6,-2.65
1.7139,60.092,4,0.0,-2.25
0.7569,212.192,2,0.8,-5.42
2.8903,402.682,9,0.4,-0.29
4.7147,304.781,6,0.4,-1.26
0.677,190.75,5,0.6,-3.76
1.0495,344.454,0,0.8,-2.62
2.5349,154.408,7,0.2,-5.72
4.7024,56.472,1,0.6,-5.75
1.9227,393.959,4,0.2,-4.5
2.7826,330.684,8,0.2,-1.86
0.6871,393.036,7,0.6,-0.89
1.1675,67.522,1,0.2,-2.64
4.9398,426.704,8,0.2,-2.81
4.843,328.787,4,0.8,-3.59
0.5222,303.528,9,0.0,-5.03
4.7832,331.076,5,0.6,-5.29
3.376,438.995,2,0.2,-1.44
4.4056,314.121,2,0.0,-0.43
2.5463,311.428,9,0.0,-3.25
2.8202,495.806,7,0.6,-2.04
2.6998,390.529,9,0.6,-0.51
3.5009,249.032,9,0.0,-5.46
1.1284,368.329,1,0.0,-1.38
0.6349,225.154,1,0.8,-2.3
1.8857,152.994,4,0.0,-2.41
3.6711,318.583,5,0.8,-4.24
1.4083,467.682,1,0.2,-1.9
3.5304,468.113,4,0.6,-1.23
4.8646,203.857,6,0.2,-5.32
0.9226,287.455,9,0.8,-2.8
3.5267,145.236,9,0.6,-5.39
2.4969,498.034,7,0.4,-0.76
4.4066,491.503,6,0.0,-2.95
1.2972,342.279,7,0.6,-1.15
3.6168,411.986,8,0.6,-3.79
4.2715,371.795,4,0.0,-5.25
4.7508,316.921,4,0.0,-5.75
3.5746,74.007,9,0.8,-4.31
2.7373,254.644,3,0.2,-4.53
3.2803,353.654,8,0.6,-2.64
4.4101,354.889,4,0.4,-5.87
3.0677,217.905,1,0.8,-2.88
0.6367,473.761,9,0.8,-3.65
4.6893,125.311,7,0.8,-2.54
3.6029,275.162,6,0.0,-1.79
3.5443,360.898,7,0.8,-2.2
1.4705,363.711,2,0.2,-0.09
3.465,341.888,3,0.4,-5.17
2.2724,173.88,4,0.4,-3.42
3.4305,120.293,5,0.0,-3.45
0.9797,336.173,0,0.8,-3.5
3.4603,319.686,3,0.0,-2.02
4.9974,130.71,9,0.6,-3.06
0.717,367.313,4,0.6,-2.9
4.8973,254.827,6,0.6,-3.41
2.3311,350.492,4,0.0,-0.05
4.4184,426.815,0,0.4,-0.43
4.0207,126.378,6,0.8,-4.15
3.0516,58.615,7,0.2,-5.33
3.823,400.596,6,0.4,-0.96
4.4533,324.364,3,0.2,-0.02
2.3186,364.838,7,0.4,-4.24
1.9716,427.17,4,0.8,-3.85
3.5042,411.265,9,0.4,-0.35
4.1353,482.414,8,0.4,-1.73
3.9303,291.171,9,0.4,-4.23
4.0902,269.823,4,0.4,-2.51
2.4601,230.849,0,0.0,-0.33
4.1803,119.161,8,0.2,-1.13
1.0409,307.673,4,0.4,-1.55
2.9502,174.656,5,0.6,-1.58
0.5259,464.588,3,0.4,-4.93
1.9606,312.436,5,0.2,-1.05
2.1491,316.778,7,0.2,-4.34
2.2828,209.716,2,0.2,-0.42
3.6296,73.395,4,0.8,-3.81
2.2485,64.285,1,0.4,-0.85
2.5191,240.501,1,0.0,-4.4
1.5689,88.054,6,0.0,-2.91
2.1796,323.081,9,0.8,-5.36
1.5227,446.438,9,0.2,-2.04
0.8294,447.312,9,0.8,-0.98
3.2155,346.57,5,0.0,-1.69
3.507,145.054,3,0.8,-2.86
3.2877,438.349,4,0.8,-5.73
2.5857,448.742,0,0.4,-0.4
2.209,138.494,6,0.0,-1.77
4.385,381.842,7,0.2,-1.52
2.8359,178.934,8,0.4,-1.23
2.6563,411.188,7,0.4,-1.51
0.6154,498.757,4,0.2,-3.35
2.0356,63.512,2,0.0,-1.6
2.2109,453.815,9,0.4,-2.25
2.2947,330.184,8,0.4,-0.88
3.1108,488.022,5,0.2,-1.19
2.9012,259.254,4,0.0,-5.75
3.2356,431.325,2,0.8,-3.73
3.942,78.077,5,0.4,-5.79
4.1584,200.876,2,0.6,-5.39
3.7316,80.157,9,0.4,-2.39
4.7999,488.904,5,0.0,-0.76
0.582,417.638,3,0.2,-5.28
1.381,433.646,1,0.2,-3.29
0.534,472.084,7,0.8,-0.53
3.4136,88.297,3,0.6,-1.11
4.5411,223.519,8,0.2,-2.88
1.5957,81.966,6,0.8,-1.37
4.6717,144.857,1,0.2,-2.86
0.7712,153.215,3,0.8,-5.05
4.705,261.098,4,0.8,-5.25
2.0823,170.853,2,0.0,-4.87
0.9564,95.44,8,0.2,-3.89
2.6864,125.371,4,0.4,-0.42
1.6555,116.274,1,0.6,-1.2
1.7819,487.885,2,0.4,-3.4
1.8828,391.682,8,0.8,-3.04
4.1136,485.493,6,0.6,-4.41
2.9262,247.883,1,0.2,-1.77
1.9009,175.266,8,0.0,-1.18
3.2465,409.232,3,0.6,-4.57
3.7227,196.814,8,0.0,-5.75
1.7268,184.723,1,0.6,-2.26
2.361,154.628,9,0.2,-2.62
1.0485,108.356,3,0.2,-3.59
1.3152,165.408,4,0.0,-2.14
3.565,209.894,1,0.6,-2.7
1.3165,353.297,9,0.0,-4.5
2.8632,78.154,0,0.6,-3.61
3.6907,144.728,6,0.4,-3.43
0.9809,414.061,9,0.6,-0.72
3.0529,116.115,0,0.4,-0.23
1.6545,204.19,7,0.0,-0.64
4.8332,439.097,2,0.6,-1.68
2.676,119.716,9,0.0,-2.49
4.127,87.232,5,0.4,-1.86
2.976,268.042,6,0.0,-0.37
0.6954,186.089,9,0.6,-4.5
3.3492,303.534,0,0.8,-2.79
4.7813,411.712,5,0.4,-1.86
3.2073,111.717,6,0.4,-1.92
4.1863,311.315,5,0.6,-4.49
4.4789,277.479,3,0.0,-2.48
1.5264,114.835,0,0.8,-1.22
1.4542,330.799,8,0.0,-3.15
3.2494,173.138,3,0.8,-1.24
2.3496,269.525,6,0.6,-3.84
4.2794,87.023,6,0.6,-0.37
4.5501,256.813,1,0.6,-2.8
2.0904,187.909,0,0.4,-2.42
1.5659,420.072,7,0.4,-5.81
4.0124,75.64,7,0.0,-4.98
1.7366,238.373,6,0.6,-2.2
4.2018,256.294,7,0.6,-3.48
2.4068,376.253,2,0.8,-2.95
3.504,308.429,1,0.4,-5.62
0.9299,350.246,6,0.0,-1.0
3.3074,399.672,7,0.2,-1.29
2.533,437.991,0,0.6,-4.89
3.1397,191.244,9,0.2,-2.19
1.2561,292.11,8,0.2,-1.09
3.8159,428.049,3,0.8,-2.15
4.3826,495.253,3,0.4,-4.14
1.4753,450.284,2,0.4,-2.06
0.9307,217.16,5,0.2,-4.74
0.6064,137.825,0,0.6,-4.09
3.3889,270.227,5,0.2,-4.56
3.2319,383.739,1,0.6,-2.66
2.9601,271.656,8,0.0,-5.35
1.5438,267.431,1,0.8,-0.4
2.2591,427.204,6,0.4,-4.0
3.1751,212.632,0,0.4,-4.69
2.7355,436.908,6,0.6,-3.02
4.945,233.062,4,0.6,-4.34
1.114,197.705,7,0.0,-2.79
3.6282,254.295,3,0.6,-3.91
2.3194,393.101,9,0.2,-5.21
2.4269,106.701,6,0.8,-4.4
3.7292,138.389,5,0.8,-3.37
3.616,478.15,4,0.2,-5.82
4.9607,128.971,3,0.8,-1.38
1.0778,305.477,6,0.2,-2.27
0.9685,310.692,4,0.0,-2.39
3.7595,270.331,4,0.8,-2.72
3.1027,340.135,0,0.6,-2.46
1.7337,153.422,1,0.4,-0.39
0.8574,298.698,4,0.2,-5.95
0.8855,217.478,2,0.2,-5.71
4.5239,347.75,1,0.8,-4.85
1.3634,113.551,3,0.0,-5.0
1.9552,306.895,3,0.2,-4.91
1.52,133.372,3,0.4,-1.97
2.0975,175.389,3,0.4,-3.24
0.8124,148.419,2,0.4,-0.05
2.8358,132.277,6,0.0,-4.64
0.8043,421.57,8,0.0,-4.14
4.1016,178.568,4,0.2,-0.09
1.5517,467.206,3,0.8,-1.01
2.9301,486.467,1,0.0,-3.18
4.4604,307.067,1,0.6,-2.67
3.4289,114.351,4,0.6,-0.94
2.8983,218.547,6,0.8,-3.11
1.9595,408.98,9,0.8,-4.76
1.9985,215.326,9,0.2,-1.03
3.5127,89.158,8,0.2,-2.77
4.9736,300.553,6,0.4,-5.08
3.4783,430.304,4,0.2,-2.97
3.01,408.167,9,0.6,-3.52
3.7879,128.805,9,0.6,-0.74
2.5934,352.744,9,0.8,-5.24
0.7706,149.227,5,0.0,-0.75
3.0303,148.193,2,0.8,-2.93
4.8093,443.332,4,0.2,-3.57
1.2889,162.351,7,0.4,-5.03
3.605,168.461,0,0.4,-1.8
1.4042,50.294,0,0.6,-0.44
2.9112,441.801,6,0.4,-3.75
0.935,406.668,4,0.8,-4.55
2.5267,332.298,4,0.8,-2.67
3.9027,387.62,0,0.8,-1.22
2.0641,118.422,8,0.0,-5.98
3.4921,256.246,0,0.8,-2.21
4.0795,208.049,4,0.6,-2.42
4.6723,92.199,9,0.0,-4.09
1.5559,268.759,8,0.0,-3.29
2.2969,464.333,3,0.0,-4.52
1.1859,68.027,7,0.0,-1.26
4.9662,181.157,5,0.4,-2.19
4.6715,143.393,2,0.8,-2.8
2.9298,157.166,3,0.4,-3.64
4.2891,458.796,1,0.4,-4.25
2.8443,260.631,0,0.8,-1.06
3.3061,259.835,7,0.2,-3.29
0.9011,392.259,0,0.8,-2.99
3.8987,119.521,0,0.4,-2.88
1.0747,269.269,3,0.4,-3.31
4.2173,243.493,9,0.2,-4.46
4.0191,318.61,9,0.4,-5.28
3.6894,499.801,5,0.0,-5.41
0.6627,396.252,8,0.6,-1.46
1.8641,229.04,0,0.2,-4.66
1.684,422.399,6,0.8,-5.67
2.1206,126.819,9,0.2,-1.21
0.8944,63.709,4,0.0,-5.08
4.7163,142.002,7,0.6,-2.25
2.9921,203.185,6,0.0,-3.97
1.8749,279.761,3,0.6,-5.24
2.2864,326.808,3,0.8,-3.51
2.5124,459.773,5,0.6,-5.91
3.2027,279.434,5,0.0,-0.95
2.8206,275.574,8,0.4,-2.92
4.6373,72.609,4,0.6,-5.17
2.7363,65.71,7,0.8,-4.58
4.9647,298.022,4,0.0,-3.31
4.3314,247.18,1,0.4,-4.87
1.4383,427.631,5,0.4,-4.39
4.6877,122.306,8,0.0,-2.79
1.0236,61.237,2,0.2,-1.0
4.1785,252.067,0,0.4,-3.59
2.2128,156.865,0,0.8,-1.7
4.4509,72.326,2,0.8,-0.74
4.4063,376.069,9,0.6,-4.7
4.1267,100.217,4,0.2,-1.16
4.0551,323.744,2,0.2,-1.46
1.8711,176.472,8,0.8,-3.86
0.8641,128.073,7,0.8,-0.06
2.3134,220.888,2,0.8,-4.42
1.2809,410.651,8,0.6,-4.47
3.6273,226.442,5,0.2,-1.37
2.0574,387.846,6,0.8,-3.39
4.8902,106.469,3,0.4,-4.02
3.3844,397.747,3,0.2,-4.93
4.2012,156.62,1,0.6,-1.41
1.0964,354.827,4,0.0,-1.28
4.3791,304.602,7,0.0,-2.6
4.6524,468.115,6,0.4,-0.26
2.6918,224.295,6,0.4,-4.09
3.2281,79.774,5,0.8,-4.68
3.9416,58.62,2,0.0,-1.94
1.2868,422.086,4,0.0,-1.45
2.7615,286.131,0,0.0,-4.65
2.294,398.86,6,0.0,-5.54
1.1587,155.492,8,0.0,-1.14
2.1539,205.288,0,0.6,-0.14
0.8068,63.547,1,0.4,-2.13
0.6162,482.672,2,0.6,-4.33
1.1082,350.541,2,0.8,-0.02
4.834,469.942,7,0.6,-0.64
2.9729,169.473,6,0.0,-2.92
4.8462,325.159,5,0.0,-1.05
2.4462,355.325,9,0.8,-1.11
1.9032,192.897,9,0.4,-0.39
2.7776,431.649,3,0.8,-0.95
2.4778,476.223,8,0.8,-2.14
0.9755,448.185,0,0.8,-2.34
3.3837,382.58,1,0.8,-3.2
1.4722,174.859,3,0.4,-2.24
3.2881,176.727,2,0.2,-1.23
3.4259,483.512,0,0.8,-0.19
1.1841,54.628,4,0.4,-3.2
0.7761,372.222,6,0.0,-2.56
4.0134,367.811,1,0.6,-3.33
2.5691,330.21,4,0.4,-1.99
0.7617,495.549,5,0.8,-2.22
4.9769,190.346,6,0.6,-5.89
0.76,202.987,0,0.2,-2.75
3.6277,85.523,6,0.8,-5.47
4.9266,249.259,3,0.8,-5.84
1.5763,167.472,7,0.6,-1.25
1.1401,204.524,3,0.2,-4.45
1.0462,425.557,5,0.2,-3.96
1.8647,470.968,8,0.6,-5.62
0.9547,133.58,4,0.0,-4.92
3.6147,217.629,3,0.2,-1.41
0.7803,467.884,7,0.6,-3.04
2.7924,77.814,8,0.4,-0.72
4.9851,91.562,3,0.4,-3.62
4.1629,123.256,2,0.0,-4.39
3.2685,317.846,7,0.4,-3.91
1.8781,117.713,4,0.6,-1.72
3.3075,485.634,1,0.2,-2.67
2.8717,251.022,9,0.0,-0.57
2.4174,275.683,8,0.6,-2.39
1.0882,160.996,2,0.8,-3.04
4.4897,261.932,1,0.6,-1.29
2.524,347.861,0,0.0,-0.31
1.3758,388.03,7,0.2,-3.86
2.1549,389.241,2,0.8,-4.5
2.3636,310.051,6,0.2,-2.3
4.2239,456.962,0,0.6,-3.01
3.8013,417.834,0,0.4,-0.06
3.9619,390.672,8,0.2,-3.23
0.5496,75.022,7,0.8,-5.55
2.3727,53.095,2,0.6,-0.14
2.666,145.601,5,0.6,-0.94
0.5864,348.586,2,0.2,-4.93
1.6692,235.039,3,0.0,-0.57
3.9213,231.083,0,0.4,-3.96
1.117,448.064,4,0.4,-3.74
2.9089,453.003,0,0.0,-0.56
1.4684,459.129,0,0.0,-2.82
0.5545,191.245,9,0.0,-5.17
1.5854,360.975,6,0.8,-3.79
4.8914,172.235,5,0.6,-1.67
4.1069,135.774,1,0.8,-4.95
4.8181,133.085,1,0.0,-2.46
2.6953,203.948,6,0.8,-1.83
0.9938,243.481,0,0.0,-3.94
2.9658,423.927,1,0.4,-1.84
2.5447,103.951,7,0.8,-0.69
4.2996,380.717,5,0.2,-3.17
0.9414,289.155,1,0.4,-3.7
2.6971,179.575,6,0.0,-4.49
1.1752,271.769,3,0.0,-2.37
1.961,184.974,1,0.6,-0.72
3.8181,318.237,5,0.6,-4.05
2.6421,245.23,8,0.6,-3.62
2.1915,123.982,8,0.4,-3.56
2.2751,102.462,7,0.6,-2.64
2.5675,296.013,2,0.0,-4.63
4.0326,456.086,2,0.0,-1.07
4.5144,204.781,1,0.8,-4.23
4.799,379.85,4,0.0,-1.77
4.0411,346.398,3,0.6,-2.92
1.9193,469.2,6,0.0,-2.48
3.5966,419.441,3,0.6,-4.92
2.4692,304.972,8,0.6,-1.59
1.646,345.664,1,0.2,-4.87
4.2839,454.274,5,0.2,-5.32
0.6729,229.783,6,0.6,-2.72
4.5579,197.058,3,0.2,-1.74
2.5766,54.865,5,0.0,-5.7
3.3674,421.948,6,0.6,-5.58
3.4671,410.441,3,0.0,-1.18
4.528,97.005,7,0.8,-1.15
3.365,309.586,8,0.4,-4.53
3.2627,258.792,0,0.0,-2.31
0.7999,103.419,6,0.6,-3.34
2.8328,491.256,8,0.4,-2.2
1.1758,146.613,9,0.2,-0.82
3.8185,80.255,4,0.4,-5.52
2.805,317.681,1,0.2,-1.33
3.561,382.49,9,0.2,-3.04
0.6875,64.6,5,0.0,-2.62
0.8816,346.423,6,0.2,-2.08
3.7235,289.531,1,0.2,-0.46
0.8244,96.469,1,0.6,-5.66
0.8207,127.636,9,0.6,-5.82
0.5545,305.588,9,0.4,-4.93
4.8043,183.361,0,0.6,-0.08
3.8188,472.242,3,0.8,-1.71
2.0896,418.433,6,0.4,-2.31
1.8344,492.605,8,0.6,-5.72
2.0737,166.852,2,0.2,-0.73
3.9859,486.376,6,0.8,-1.12
3.4762,244.055,6,0.0,-2.01
1.3334,206.383,6,0.2,-3.97
1.2835,72.657,1,0.6,-5.58
0.9428,73.744,5,0.0,-2.52
3.4714,361.405,1,0.0,-1.68
3.9397,256.068,5,0.4,-5.43
1.6927,151.935,9,0.4,-2.2
0.5943,326.287,2,0.6,-4.28
0.8698,163.786,1,0.8,-1.41
4.8554,309.934,5,0.0,-2.76
1.8295,211.644,1,0.0,-5.23
3.9615,420.599,4,0.6,-2.84
3.311,419.313,1,0.2,-3.63
2.2187,264.808,2,0.6,-4.92
1.4256,207.869,2,0.0,-0.95
1.0462,213.152,5,0.4,-5.93
3.2676,412.572,5,0.4,-4.13
3.9859,197.681,9,0.4,-5.92
3.3976,144.077,2,0.4,-5.42
2.8864,88.11,2,0.4,-4.22
0.6888,260.012,0,0.2,-5.67
4.8582,266.959,6,0.0,-2.42
4.0942,428.409,7,0.0,-5.48
1.8177,149.557,1,0.4,-1.79
4.9099,221.446,3,0.2,-5.68
3.2085,413.783,9,0.4,-5.64
3.1209,420.631,6,0.2,-4.17
3.8663,223.075,7,0.6,-0.62
4.153,256.606,0,0.8,-2.15
3.4542,186.479,3,0.2,-1.38
1.0764,469.65,5,0.0,-5.15
2.0222,103.39,2,0.0,-1.0
4.6764,470.187,4,0.6,-5.95
1.5108,357.74,9,0.4,-4.72
2.1748,289.207,8,0.0,-2.3
2.4443,64.697,2,0.6,-3.75
2.4773,264.018,4,0.0,-0.09
3.2582,233.487,7,0.4,-5.82
4.7438,122.548,5,0.4,-0.01
1.5831,345.384,3,0.6,-2.26
1.0468,487.018,7,0.0,-2.65
1.3886,302.985,2,0.8,-5.64
4.4912,371.639,2,0.6,-4.36
3.4061,80.803,3,0.2,-0.45
1.7866,237.95,8,0.0,-3.87
4.1718,102.361,4,0.4,-2.03
4.3762,325.758,7,0.8,-0.0
4.3093,472.317,5,0.8,-4.42
4.6352,347.8,2,0.4,-2.54
1.6351,84.561,7,0.8,-1.82
3.8977,209.6,8,0.0,-5.01
2.5724,297.799,7,0.0,-5.11
4.289,231.443,3,0.8,-3.26
3.7782,425.14,5,0.6,-3.69
3.994,416.602,0,0.4,-1.71
3.4527,325.324,3,0.6,-5.58
1.2984,218.056,7,0.8,-0.17
2.9526,164.901,0,0.6,-5.91
4.931,97.643,2,0.8,-2.39
4.7182,209.704,0,0.6,-2.62
0.6943,235.928,8,0.0,-5.19
1.2417,354.12,1,0.8,-5.09
1.0928,346.172,8,0.0,-1.24
3.7669,81.549,3,0.8,-0.67
4.18,227.867,1,0.4,-4.3
1.4608,131.8,3,0.6,-3.37
2.7763,120.566,9,0.4,-3.87
4.2832,422.286,5,0.0,-5.56
3.7976,68.862,6,0.2,-1.96
2.9401,238.632,2,0.8,-1.05
3.1566,125.692,2,0.8,-4.17
2.7876,445.699,9,0.2,-0.06
1.839,300.668,7,0.8,-5.54
3.0426,154.121,4,0.8,-2.03
3.6,276.092,3,0.6,-3.31
4.43,379.169,6,0.0,-3.32
3.3633,481.153,6,0.8,-3.25
3.925,149.201,8,0.4,-4.45
1.2203,448.782,8,0.8,-1.71
2.577,470.437,4,0.8,-1.67
0.542,462.389,7,0.8,-4.31
1.6101,335.936,9,0.6,-0.99
3.7691,333.419,0,0.2,-4.1
4.9631,231.445,8,0.2,-1.65
0.9463,388.579,7,0.2,-5.27
2.3067,289.082,5,0.0,-4.99
4.1003,354.847,2,0.4,-4.11
1.4182,242.806,2,0.6,-2.44
2.9979,379.173,7,0.8,-2.13
3.7988,421.012,4,0.0,-3.62
3.2719,115.896,9,0.4,-5.53
1.3461,424.818,6,0.0,-3.76
2.0992,293.133,4,0.0,-1.87
4.0271,430.1,7,0.0,-1.97
2.994,244.086,9,0.6,-5.04
0.5235,220.568,9,0.0,-5.95
3.9245,461.777,3,0.6,-1.48
0.6589,163.026,1,0.2,-5.36
3.8558,429.896,2,0.8,-5.51
1.4112,267.809,7,0.8,-5.98
4.8113,281.343,6,0.8,-3.4
2.1557,188.811,1,0.8,-2.98
1.9712,307.869,5,0.8,-2.17
1.17,196.345,8,0.8,-4.22
1.8752,67.671,3,0.6,-1.74
4.4449,172.399,8,0.0,-4.98
4.9835,52.871,1,0.2,-1.01
2.1574,490.26,1,0.2,-2.57
2.5187,484.586,8,0.6,-2.5
3.7493,227.82,6,0.4,-4.74
4.4879,377.767,6,0.8,-5.56
3.1687,205.613,0,0.8,-3.21
2.2619,351.992,5,0.4,-2.31
2.3568,412.444,6,0.4,-5.43
3.6303,476.04,5,0.8,-0.3
0.5145,230.096,5,0.2,-0.12
3.2882,402.484,1,0.6,-2.73
2.0997,169.668,5,0.2,-0.3
4.0739,495.65,3,0.6,-4.92
0.9185,61.596,8,0.2,-5.85
3.1469,321.588,0,0.8,-5.76
2.6644,346.778,7,0.4,-2.47
3.3905,359.621,4,0.0,-5.63
0.7918,104.174,0,0.2,-0.25
3.1099,472.338,3,0.4,-5.15
3.0267,131.532,0,0.8,-4.17
3.023,330.239,5,0.6,-1.06
3.2157,150.204,1,0.4,-4.69
3.5441,188.247,4,0.2,-4.54
4.1225,295.906,6,0.4,-2.15
1.7142,237.737,1,0.6,-4.34
4.2127,122.102,5,0.6,-4.7
2.7422,126.921,5,0.2,-4.47
0.8468,238.165,4,0.6,-3.06
0.7635,390.777,4,0.6,-0.2
2.0041,454.084,2,0.8,-1.01
4.032,87.857,9,0.8,-4.29
3.6846,226.897,9,0.6,-3.82
4.0488,95.111,1,0.6,-3.21
2.8277,57.467,6,0.2,-0.13
2.4809,347.773,0,0.8,-4.97
1.1635,321.102,5,0.4,-3.86
1.9769,123.359,5,0.2,-1.62
2.4531,155.216,2,0.2,-0.22
0.8987,60.668,1,0.8,-5.07
1.4928,425.726,1,0.0,-4.64
3.192,488.611,8,0.4,-4.65
3.8105,110.957,4,0.4,-5.87
4.9926,154.164,6,0.0,-2.38
4.699,440.784,4,0.0,-1.98
3.3915,466.909,6,0.8,-2.38
2.3956,238.832,3,0.8,-5.57
3.3628,72.78,7,0.2,-5.58
4.0354,67.726,9,0.8,-4.74
1.0325,308.277,9,0.6,-4.26
2.3446,226.803,6,0.4,-1.28
4.2791,62.894,9,0.6,-5.04
2.2272,312.464,4,0.8,-5.74
3.0734,55.086,5,0.4,-3.64
3.145,404.317,4,0.2,-3.5
1.3301,187.895,6,0.8,-3.29
2.1301,68.116,1,0.6,-1.04
2.0053,314.758,4,0.0,-5.41
0.6179,228.958,9,0.4,-1.78
0.6089,488.21,2,0.4,-3.97
4.2426,294.889,8,0.8,-4.14
1.7288,173.858,5,0.4,-0.4
2.8314,369.247,9,0.2,-4.51
1.8443,172.171,2,0.6,-2.14
4.7331,456.909,6,0.4,-4.35
1.6668,218.625,3,0.2,-2.96
2.4335,297.441,2,0.4,-1.28
4.4273,72.758,7,0.8,-0.71
4.2887,241.755,3,0.0,-0.97
1.3375,424.564,0,0.6,-2.51
4.1119,412.542,5,0.2,-4.51
2.5618,150.943,9,0.2,-2.03
2.6734,151.736,0,0.2,-1.74
1.1007,417.787,4,0.2,-5.94
0.8627,468.679,6,0.8,-3.36
3.7757,92.912,5,0.2,-0.94
2.7341,252.526,1,0.6,-3.06
2.4658,201.854,3,0.0,-4.13
3.7828,441.81,1,0.8,-0.77
3.9448,87.586,0,0.6,-5.06
1.2151,145.007,2,0.6,-4.76
3.246,388.611,2,0.2,-1.88
1.1091,73.082,6,0.4,-3.89
3.8812,271.641,0,0.2,-1.72
3.4563,248.948,8,0.8,-5.05
4.8048,200.481,5,0.4,-4.49
0.8103,227.558,3,0.6,-5.06
0.7567,288.473,2,0.6,-0.28
1.7698,122.615,2,0.2,-3.57
